PropertyName,DefinedInCollection,Depth,ColumnName,SubCollectionName,DataType,EffectiveDataType,PropertyValue,DoNotUse
MatlCost,SLItemLocs,0,matl_cost,,,Decimal,,0
MrbFlag,SLItemLocs,0,mrb_flag,,,Byte,,0
NewRank,SLItemLocs,0,NewRank,,,Short Integer,,0
NoteExistsFlag,SLItemLocs,0,NoteExistsFlag,,Byte,Byte,,0
NoteExistsFlag_1,ERS_RentalItemLocs,1,NoteExistsFlag,,Byte,Byte,,0
OutaccAccessUnit1,SLItemLocs,0,access_unit1,,,String,,0
OutaccAccessUnit2,SLItemLocs,0,access_unit2,,,String,,0
OutaccAccessUnit3,SLItemLocs,0,access_unit3,,,String,,0
OutaccAccessUnit4,SLItemLocs,0,access_unit4,,,String,,0
OutaccDescription,SLItemLocs,0,description,,,String,,0
OutAcct,SLItemLocs,0,out_acct,,,String,,0
OutAcctUnit1,SLItemLocs,0,out_acct_unit1,,,String,,0
OutAcctUnit2,SLItemLocs,0,out_acct_unit2,,,String,,0
OutAcctUnit3,SLItemLocs,0,out_acct_unit3,,,String,,0
OutAcctUnit4,SLItemLocs,0,out_acct_unit4,,,String,,0
OutCost,SLItemLocs,0,out_cost,,,Decimal,,0
OutInProcAcct,SLItemLocs,0,out_in_proc_acct,,,String,,0
OutInProcAcctDescription,SLItemLocs,0,description,,,String,,0
OutInProcAcctUnit1,SLItemLocs,0,out_in_proc_acct_unit1,,,String,,0
OutInProcAcctUnit2,SLItemLocs,0,out_in_proc_acct_unit2,,,String,,0
OutInProcAcctUnit3,SLItemLocs,0,out_in_proc_acct_unit3,,,String,,0
OutInProcAcctUnit4,SLItemLocs,0,out_in_proc_acct_unit4,,,String,,0
OutipchtAccessUnit1,SLItemLocs,0,access_unit1,,,String,,0
OutipchtAccessUnit2,SLItemLocs,0,access_unit2,,,String,,0
OutipchtAccessUnit3,SLItemLocs,0,access_unit3,,,String,,0
OutipchtAccessUnit4,SLItemLocs,0,access_unit4,,,String,,0
PermFlag,SLItemLocs,0,perm_flag,,,Byte,,0
PlacesQtyUnit,SLItemLocs,0,places_qty_unit,,,Byte,,0
QtyContained,SLItemLocs,0,qty_contained,,Decimal,Decimal,,0
QtyOnHand,SLItemLocs,0,qty_on_hand,,,Decimal,,0
QtyOnRent,ERS_RentalItemLocs,1,QtyOnRent,,Decimal,Decimal,,0
QtyRsvd,SLItemLocs,0,qty_rsvd,,,Decimal,,0
QtyUnitFormat,SLItemLocs,0,qty_unit_format,,,String,,0
