PropertyName,DefinedInCollection,Depth,ColumnName,SubCollectionName,DataType,EffectiveDataType,PropertyValue,DoNotUse
isSecuredLocPickup,AITSLCos,2,isSecuredLocPickup,,Byte,Byte,,0
IsSelfStorageDelivery,AITSLCos,2,IsSelfStorageDelivery,,Byte,Byte,,0
isStopoffServices,AITSLCos,2,isStopoffServices,,Byte,Byte,,0
isTopLoadOnly,AITSLCos,2,isTopLoadOnly,,Byte,Byte,,0
isUnloadingServicesRequested,AITSLCos,2,isUnloadingServicesRequested,,Byte,Byte,,0
ItemCount,SLCos,0,,,Long Integer,Long Integer,dbo.GetOrderItemCount(CoNum),0
KeyField,SLCos,0,,,String,String,,0
KeySeq,SLCos,0,,,String,String,,0
KPIAmount,SLCos,0,,,Decimal,Decimal,,0
KPIAmount2,SLCos,0,,,Decimal,Decimal,,0
KPIDateShort,SLCos,0,,,String,String,,0
LbrCostT,SLCos,0,lbr_cost_t,,,Decimal,,0
LCDTCO_DTIcon,LCDTSLCos-CO-DTIcon,3,,,String,String,"dbo.lc_dt_GetDTIconFN('CustomerOrders', CoNum, NULL, NULL, NULL, NULL, NULL)",0
LCDTCODynamicAssociations,LCDTSLCos-CO-DTIcon,3,,,Byte,Byte,dbo.lc_dt_GetDynamicAssociationsFn(),0
LCDTCODynamicVirtuals,LCDTSLCos-CO-DTIcon,3,,,Byte,Byte,dbo.lc_dt_GetDynamicVirtualFn(),0
LCDTCORunVirtsOnClient,LCDTSLCos-CO-DTIcon,3,,,String,String,dbo.lc_dt_GetRunVirtsOnClientFN(),0
LCDTEstimate_DTIcon,LCDTSLCos-Estimate-DTIcon,4,,,String,String,"dbo.lc_dt_GetDTIconFN('Estimates', CoNum, NULL, NULL, NULL, NULL, NULL)",0
LCDTEstimateDynamicAssociations,LCDTSLCos-Estimate-DTIcon,4,,,Byte,Byte,dbo.lc_dt_GetDynamicAssociationsFn(),0
LCDTEstimateDynamicVirtuals,LCDTSLCos-Estimate-DTIcon,4,,,Byte,Byte,dbo.lc_dt_GetDynamicVirtualFn(),0
LCDTEstimateRunVirtsOnClient,LCDTSLCos-Estimate-DTIcon,4,,,String,String,dbo.lc_dt_GetRunVirtsOnClientFN(),0
LcrNum,SLCos,0,lcr_num,,,String,,0
Lead,SLCos,0,,SLLeads,,,,0
LeadDescription,SLCos,0,description,,,String,,0
LeadId,SLCos,0,lead_id,,NumSortedString,NumSortedString,,0
lock_freight,AITSLCos,2,lock_freight,,Byte,Byte,,0
Logifld,SLCos,0,logifld,,,Byte,,0
MatlCostT,SLCos,0,matl_cost_t,,,Decimal,,0
MChargesT,SLCos,0,m_charges_t,,,Decimal,,0
MiniStorageUnitDelivery,AITSLCos,2,MiniStorageUnitDelivery,,Byte,Byte,,0
